==Test: setup
==SubTest: SOLADC THDN
			lower:; upper:; value:-22.070632216758888
2019-05-12 05:42:04.734317   PASS
==Test: mag flat comm ncap
==SubTest: SOLADC AMP
			lower:; upper:; value:0.091941
2019-05-12 05:42:04.747893   PASS
==Test: mag flat comm ncap
==SubTest: SOLADC FRE
			lower:980; upper:1040; value:1007.6440173622809
2019-05-12 05:42:04.764451   PASS
==Test: mag flat comm ncap
==SubTest: SOLADC RMS
			lower:; upper:; value:1.009682
2019-05-12 05:42:04.843007   PASS
==Test: mag flat comm ncap
==SubTest: SOLADC VPP
			lower:; upper:; value:0.090287
2019-05-12 05:42:04.856517   PASS
==Test: mag flat comm ncap
==SubTest: DETECT_:-)
			lower:; upper:; value:--PASS--
2019-05-12 05:42:06.349758   PASS
==Test: mag flat comm teardown
==SubTest: DIAGS_c26
			lower:; upper:; value:--PASS--
2019-05-12 05:42:06.366509   PASS
==Test: mag flat nbb
==SubTest: SOLADC DISCONNECT
			lower:; upper:; value:0
2019-05-12 05:42:06.414708   PASS
==Test: mag flat nbb
==SubTest: DISCONNECT MAXWELL_EN_H
			lower:; upper:; value:--PASS--
2019-05-12 05:42:06.445199   PASS
==Test: mag flat nbb
==SubTest: LOOPBACK Y1 1
			lower:; upper:; value:--PASS--
2019-05-12 05:42:06.502630   PASS
==Test: mag flat nbb
==SubTest: DISCONNECT SOL_SUPPLY_EN
			lower:; upper:; value:--PASS--
2019-05-12 05:42:06.533516   PASS
==Test: mag flat nbb
==SubTest: SOLDAC DISCONNECT
			lower:; upper:; value:--PASS--
2019-05-12 05:42:06.565297   PASS
==Test: mag flat nbb
==SubTest: DISCONNECT SOLARIS_CHOOSE_CALLISTO_L
			lower:; upper:; value:--PASS--
2019-05-12 05:42:06.596156   PASS
==Test: pmu sleep1
==SubTest: DIAGS_sep 0
			lower:; upper:; value:--PASS--
2019-05-12 05:42:07.381899   PASS
==Test: pmu sleep1
==SubTest: DIAGS_sep 1
			lower:; upper:; value:--PASS--
2019-05-12 05:42:07.434377   PASS
==Test: pmu sleep1
==SubTest: DIAGS_sep 2
			lower:; upper:; value:--PASS--
2019-05-12 05:42:13.934376   PASS
==Test: pmu sleep1
==SubTest: DIAGS_sep 3
			lower:; upper:; value:--PASS--
2019-05-12 05:42:14.153968   PASS
==Test: pmu sleep1
==SubTest: DELAY_6000ms
			lower:; upper:; value:--PASS--
2019-05-12 05:42:20.156276   PASS
==Test: pmu sleep1
==SubTest: DIAGS_tristar
			lower:; upper:; value:--PASS--
2019-05-12 05:42:20.170321   PASS
==Test: pmu sleep1
==SubTest: DIAGS_wfi
			lower:; upper:; value:--PASS--
2019-05-12 05:42:20.190925   PASS
==Test: pmu sleep1
==SubTest: CMD_ONLY
			lower:; upper:; value:--PASS--
2019-05-12 05:42:20.194302   PASS
==Test: pmu sleep1
==SubTest: DETECT_Event quiesce: Timer
			lower:; upper:; value:--PASS--
2019-05-12 05:42:21.556348   PASS
==Test: pmu sleep1
==SubTest: DELAY_100ms
			lower:; upper:; value:--PASS--
2019-05-12 05:42:21.659151   PASS
==Test: pmu sleep1
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:42:21:658
2019-05-12 05:42:21.835335   PASS
==Test: pmu sleep1
==SubTest: DMM PP_VDD_MAIN
			lower:3800; upper:3900; value:3849.787964
2019-05-12 05:42:22.005096   PASS
==Test: pmu sleep1
==SubTest: DMM PPVDD_MAIN_SLEEP3_SW4
			lower:-5; upper:5; value:0.165531
2019-05-12 05:42:22.169686   PASS
==Test: pmu sleep1
==SubTest: DMM PP_VDD_MAIN_DISP_BOOST_SW
			lower:3800; upper:3900; value:3849.797501
2019-05-12 05:42:22.331972   PASS
==Test: pmu sleep1
==SubTest: DMM PP0V6_AWAKE_BUCK0
			lower:-5; upper:5; value:0.178049
2019-05-12 05:42:22.474482   PASS
==Test: pmu sleep1
==SubTest: DMM PP0V715_SLEEP2_BUCK1
			lower:776.75; upper:810.75; value:789.032354
2019-05-12 05:42:22.615383   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V1_SLEEP2_BUCK2
			lower:1085.5; upper:1114.5; value:1096.148359
2019-05-12 05:42:22.768593   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V1_SLEEP2_DISP_CONN
			lower:1085.5; upper:1114.5; value:1096.237174
2019-05-12 05:42:22.920189   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V8_SLEEP2_BUCK3
			lower:1783.5; upper:1822.5; value:1794.880738
2019-05-12 05:42:23.069763   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V8_SLEEP2_DISP_CONN
			lower:1783.5; upper:1822.5; value:1794.905177
2019-05-12 05:42:23.222680   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V8_SLEEP2_STOCKHOLM_CONN
			lower:1783.5; upper:1822.5; value:1794.898621
2019-05-12 05:42:23.366197   PASS
==Test: pmu sleep1
==SubTest: DMM PPVAR_SLEEP1_BUCK4
			lower:; upper:; value:625.901732
2019-05-12 05:42:23.506710   PASS
==Test: pmu sleep1
==SubTest: CALC sleep1_var_sleep1_buck4_delta
			lower:-15.5; upper:15.5; value:-5.098268
2019-05-12 05:42:23.509993   PASS
==Test: pmu sleep1
==SubTest: DMM PPVAR_AWAKE_BUCK5
			lower:-5; upper:5; value:0.129767
2019-05-12 05:42:23.663842   PASS
==Test: pmu sleep1
==SubTest: DMM PPVAR_AWAKE_BUCK6
			lower:-5; upper:5; value:0.108308
2019-05-12 05:42:23.821934   PASS
==Test: pmu sleep1
==SubTest: DMM PPVAR_SLEEP1_BUCK7
			lower:; upper:; value:609.107401
2019-05-12 05:42:23.975248   PASS
==Test: pmu sleep1
==SubTest: CALC sleep1_var_sleep1_buck7_delta
			lower:-19; upper:19; value:-3.892599
2019-05-12 05:42:23.977985   PASS
==Test: pmu sleep1
==SubTest: DMM PP0V73_SLEEP1_BUCK8
			lower:764; upper:796; value:777.363647
2019-05-12 05:42:24.119597   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V0_SLEEP2_BUCK9
			lower:990.5; upper:1009.5; value:999.237768
2019-05-12 05:42:24.269469   PASS
==Test: pmu sleep1
==SubTest: DMM PP2V2_SLEEP2_BUCK10
			lower:2155.5; upper:2244.5; value:2194.499381
2019-05-12 05:42:24.405539   PASS
==Test: pmu sleep1
==SubTest: DMM PP3V3_ALWAYS_BUBO
			lower:3239; upper:3461; value:3294.224945
2019-05-12 05:42:24.557137   PASS
==Test: pmu sleep1
==SubTest: DMM PP0V6_SLEEP2_LDO0
			lower:; upper:; value:616.282321
2019-05-12 05:42:24.701942   PASS
==Test: pmu sleep1
==SubTest: CALC sleep1_0v6_sleep2_ldo0_delta
			lower:-7; upper:7; value:-2.467679
2019-05-12 05:42:24.704457   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V8_SLEEP2_LDO1
			lower:1763; upper:1837; value:1802.190370
2019-05-12 05:42:24.848555   PASS
==Test: pmu sleep1
==SubTest: DMM PP3V0_SLEEP2_LDO2
			lower:2939; upper:3061; value:2998.077858
2019-05-12 05:42:24.996362   PASS
==Test: pmu sleep1
==SubTest: DMM PP3V0_AWAKE_LDO4
			lower:-5; upper:5; value:0.175665
2019-05-12 05:42:25.134879   PASS
==Test: pmu sleep1
==SubTest: DMM PP3V0_SLEEP2_LDO5
			lower:2939; upper:3061; value:2991.710020
2019-05-12 05:42:25.271155   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V8_SLEEP2_LDO6
			lower:1763; upper:1837; value:1802.013933
2019-05-12 05:42:25.417648   PASS
==Test: pmu sleep1
==SubTest: DMM PP3V0_AWAKE_LDO7
			lower:-5; upper:5; value:0.154802
2019-05-12 05:42:25.567815   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V85_SLEEP2_BONN_AVDD_CONN
			lower:1861; upper:1939; value:1897.687674
2019-05-12 05:42:25.715147   PASS
==Test: pmu sleep1
==SubTest: DMM PP1V8_ALWAYS_LDO9
			lower:1759; upper:1841; value:1804.439350
2019-05-12 05:42:25.861853   PASS
==Test: pmu sleep1
==SubTest: DMM PP_VDD_MAIN_SLEEP2_AUXLDO
			lower:3800; upper:3900; value:3849.832670
2019-05-12 05:42:26.014235   PASS
==Test: pmu sleep1
==SubTest: DMM PPVAR_SLEEP2_LDO11
			lower:608; upper:622; value:613.597612
2019-05-12 05:42:26.154198   PASS
==Test: pmu sleep1
==SubTest: DMM PP0V6_SLEEP1_LDO12
			lower:593; upper:607; value:597.604998
2019-05-12 05:42:26.295274   PASS
==Test: pmu sleep1
==SubTest: DMM PP3V0_SLEEP2_LDO13
			lower:2939; upper:3061; value:2989.700065
2019-05-12 05:42:26.439773   PASS
==Test: pmu sleep1
==SubTest: DMM PPVAR_SLEEP2_LDO14
			lower:613; upper:627; value:621.691079
2019-05-12 05:42:26.587088   PASS
==Test: pmu sleep1
==SubTest: DMM PMU_VDD_RTC
			lower:2449; upper:2551; value:2494.280719
2019-05-12 05:42:26.721893   PASS
==Test: pmu sleep1
==SubTest: DELAY_250ms
			lower:; upper:; value:--PASS--
2019-05-12 05:42:26.975583   PASS
==Test: pmu sleep1
==SubTest: SYSTEM_CURRENT 250|X1454
			lower:9; upper:15; value:9.909493
2019-05-12 05:42:27.161622   PASS
==Test: pmu sleep1
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:42:27:161
2019-05-12 05:42:27.395727   PASS
==Test: pmu sleep1
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:9.24847
2019-05-12 05:42:27.399534   PASS
==Test: pmu sleep1
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:13.6013
2019-05-12 05:42:27.403323   PASS
==Test: pmu sleep1
==SubTest: SYSTEM_CURRENT average
			lower:; upper:; value:10.9014
2019-05-12 05:42:27.405465   PASS
==Test: pmu sleep1
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:11.0054
2019-05-12 05:42:27.407638   PASS
==Test: pmu sleep1
==SubTest: DETECT_:-)
			lower:; upper:; value:--PASS--
2019-05-12 05:42:43.261141   PASS
==Test: pmu sleep1
==SubTest: DIAGS_thermalmonitor
			lower:; upper:; value:--PASS--
2019-05-12 05:42:43.271845   PASS
==Test: lynx qt1
==SubTest: DIAGS_sep 0
			lower:; upper:; value:--PASS--
2019-05-12 05:42:44.004881   PASS
==Test: lynx qt1
==SubTest: DIAGS_sep 1
			lower:; upper:; value:--PASS--
2019-05-12 05:42:50.556913   PASS
==Test: lynx qt1
==SubTest: DIAGS_sep 2
			lower:; upper:; value:--PASS--
2019-05-12 05:42:50.609509   PASS
==Test: lynx qt1
==SubTest: DIAGS_sep 3
			lower:; upper:; value:--PASS--
2019-05-12 05:42:50.640524   PASS
==Test: pmu sleep2
==SubTest: DIAGS_sep 0
			lower:; upper:; value:--PASS--
2019-05-12 05:42:50.657968   PASS
==Test: pmu sleep2
==SubTest: DIAGS_sep 1
			lower:; upper:; value:--PASS--
2019-05-12 05:42:50.935816   PASS
==Test: pmu sleep2
==SubTest: DIAGS_sep 2
			lower:; upper:; value:--PASS--
2019-05-12 05:42:50.963382   PASS
==Test: pmu sleep2
==SubTest: DIAGS_sep 3
			lower:; upper:; value:--PASS--
2019-05-12 05:42:50.976366   PASS
==Test: pmu sleep2
==SubTest: DELAY_6000ms
			lower:; upper:; value:--PASS--
2019-05-12 05:42:56.981868   PASS
==Test: pmu sleep2
==SubTest: DIAGS_tristar
			lower:; upper:; value:--PASS--
2019-05-12 05:42:56.997117   PASS
==Test: pmu sleep2
==SubTest: DIAGS_wfi
			lower:; upper:; value:--PASS--
2019-05-12 05:42:57.016854   PASS
==Test: pmu sleep2
==SubTest: CMD_ONLY
			lower:; upper:; value:--PASS--
2019-05-12 05:42:57.019580   PASS
==Test: pmu sleep2
==SubTest: DETECT_Event quiesce: Timer
			lower:; upper:; value:--PASS--
2019-05-12 05:42:58.341063   PASS
==Test: pmu sleep2
==SubTest: DELAY_100ms
			lower:; upper:; value:--PASS--
2019-05-12 05:42:58.450024   PASS
==Test: pmu sleep2
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:42:58:448
2019-05-12 05:42:58.535149   PASS
==Test: pmu sleep2
==SubTest: DMM PP_VDD_MAIN
			lower:3800; upper:3900; value:3849.829093
2019-05-12 05:42:58.690956   PASS
==Test: pmu sleep2
==SubTest: DMM PPVDD_MAIN_SLEEP3_SW4
			lower:-5; upper:5; value:0.179837
2019-05-12 05:42:58.841567   PASS
==Test: pmu sleep2
==SubTest: DMM PP_VDD_MAIN_DISP_BOOST_SW
			lower:3800; upper:3900; value:3849.808827
2019-05-12 05:42:58.990476   PASS
==Test: pmu sleep2
==SubTest: DMM PP0V6_AWAKE_BUCK0
			lower:-5; upper:5; value:0.176261
2019-05-12 05:42:59.139304   PASS
==Test: pmu sleep2
==SubTest: DMM PP0V715_SLEEP2_BUCK1
			lower:776.75; upper:810.75; value:789.040103
2019-05-12 05:42:59.283885   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V1_SLEEP2_BUCK2
			lower:1085.5; upper:1114.5; value:1096.148955
2019-05-12 05:42:59.420832   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V1_SLEEP2_DISP_CONN
			lower:1085.5; upper:1114.5; value:1096.242538
2019-05-12 05:42:59.569734   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V8_SLEEP2_BUCK3
			lower:1783.5; upper:1822.5; value:1794.892064
2019-05-12 05:42:59.724963   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V8_SLEEP2_DISP_CONN
			lower:1783.5; upper:1822.5; value:1794.896236
2019-05-12 05:42:59.870123   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V8_SLEEP2_STOCKHOLM_CONN
			lower:1783.5; upper:1822.5; value:1794.893256
2019-05-12 05:43:00.027782   PASS
==Test: pmu sleep2
==SubTest: DMM PPVAR_SLEEP1_BUCK4
			lower:-5; upper:5; value:0.141688
2019-05-12 05:43:00.191966   PASS
==Test: pmu sleep2
==SubTest: DMM PPVAR_AWAKE_BUCK5
			lower:-5; upper:5; value:0.111289
2019-05-12 05:43:00.341900   PASS
==Test: pmu sleep2
==SubTest: DMM PPVAR_AWAKE_BUCK6
			lower:-5; upper:5; value:0.099963
2019-05-12 05:43:00.497043   PASS
==Test: pmu sleep2
==SubTest: DMM PPVAR_SLEEP1_BUCK7
			lower:-5; upper:5; value:0.107712
2019-05-12 05:43:00.643230   PASS
==Test: pmu sleep2
==SubTest: DMM PP0V73_SLEEP1_BUCK8
			lower:-5; upper:5; value:0.114865
2019-05-12 05:43:00.777753   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V0_SLEEP2_BUCK9
			lower:990.5; upper:1009.5; value:999.225251
2019-05-12 05:43:00.923475   PASS
==Test: pmu sleep2
==SubTest: DMM PP2V2_SLEEP2_BUCK10
			lower:2155.5; upper:2244.5; value:2194.567929
2019-05-12 05:43:01.082241   PASS
==Test: pmu sleep2
==SubTest: DMM PP3V3_ALWAYS_BUBO
			lower:3239; upper:3461; value:3293.242618
2019-05-12 05:43:01.220309   PASS
==Test: pmu sleep2
==SubTest: DMM PP0V6_SLEEP2_LDO0
			lower:; upper:; value:616.260266
2019-05-12 05:43:01.367938   PASS
==Test: pmu sleep2
==SubTest: CALC sleep2_0v6_sleep2_ldo0_delta
			lower:-7; upper:7; value:-2.489734
2019-05-12 05:43:01.371301   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V8_SLEEP2_LDO1
			lower:1763; upper:1837; value:1802.140896
2019-05-12 05:43:01.516652   PASS
==Test: pmu sleep2
==SubTest: DMM PP3V0_SLEEP2_LDO2
			lower:2939; upper:3061; value:2998.050439
2019-05-12 05:43:01.663204   PASS
==Test: pmu sleep2
==SubTest: DMM PP3V0_AWAKE_LDO4
			lower:-5; upper:5; value:0.170896
2019-05-12 05:43:01.812078   PASS
==Test: pmu sleep2
==SubTest: DMM PP3V0_SLEEP2_LDO5
			lower:2939; upper:3061; value:2991.638492
2019-05-12 05:43:01.973708   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V8_SLEEP2_LDO6
			lower:1763; upper:1837; value:1802.027047
2019-05-12 05:43:02.123324   PASS
==Test: pmu sleep2
==SubTest: DMM PP3V0_AWAKE_LDO7
			lower:-5; upper:5; value:0.142881
2019-05-12 05:43:02.278875   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V85_SLEEP2_BONN_AVDD_CONN
			lower:1861; upper:1939; value:1897.668004
2019-05-12 05:43:02.427056   PASS
==Test: pmu sleep2
==SubTest: DMM PP1V8_ALWAYS_LDO9
			lower:1759; upper:1841; value:1804.432197
2019-05-12 05:43:02.567406   PASS
==Test: pmu sleep2
==SubTest: DMM PP_VDD_MAIN_SLEEP2_AUXLDO
			lower:3800; upper:3900; value:3849.884528
2019-05-12 05:43:02.725994   PASS
==Test: pmu sleep2
==SubTest: DMM PPVAR_SLEEP2_LDO11
			lower:608; upper:622; value:613.567809
2019-05-12 05:43:02.869455   PASS
==Test: pmu sleep2
==SubTest: DMM PP0V6_SLEEP1_LDO12
			lower:-5; upper:5; value:0.140496
2019-05-12 05:43:03.011903   PASS
==Test: pmu sleep2
==SubTest: DMM PP3V0_SLEEP2_LDO13
			lower:2939; upper:3061; value:2989.659532
2019-05-12 05:43:03.159554   PASS
==Test: pmu sleep2
==SubTest: DMM PPVAR_SLEEP2_LDO14
			lower:613; upper:627; value:621.687502
2019-05-12 05:43:03.297835   PASS
==Test: pmu sleep2
==SubTest: DMM PMU_VDD_RTC
			lower:2449; upper:2551; value:2494.267009
2019-05-12 05:43:03.446585   PASS
==Test: pmu sleep2
==SubTest: DELAY_250ms
			lower:; upper:; value:--PASS--
2019-05-12 05:43:03.700397   PASS
==Test: pmu sleep2
==SubTest: SYSTEM_CURRENT 250|X1454
			lower:7; upper:12; value:7.592826
2019-05-12 05:43:03.879919   PASS
==Test: pmu sleep2
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:43:03:877
2019-05-12 05:43:04.104022   PASS
==Test: pmu sleep2
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:7.0678
2019-05-12 05:43:04.107975   PASS
==Test: pmu sleep2
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:11.4093
2019-05-12 05:43:04.111932   PASS
==Test: pmu sleep2
==SubTest: SYSTEM_CURRENT average
			lower:; upper:; value:8.46276
2019-05-12 05:43:04.114030   PASS
==Test: pmu sleep2
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:8.59046
2019-05-12 05:43:04.115989   PASS
==Test: pmu sleep2
==SubTest: DETECT_:-)
			lower:; upper:; value:--PASS--
2019-05-12 05:43:19.093403   PASS
==Test: pmu sleep2
==SubTest: DIAGS_thermalmonitor
			lower:; upper:; value:--PASS--
2019-05-12 05:43:19.105527   PASS
==Test: lynx qt2
==SubTest: DIAGS_sep 0
			lower:; upper:; value:--PASS--
2019-05-12 05:43:19.840002   PASS
==Test: lynx qt2
==SubTest: DIAGS_sep 1
			lower:; upper:; value:--PASS--
2019-05-12 05:43:26.388365   PASS
==Test: lynx qt2
==SubTest: DIAGS_sep 2
			lower:; upper:; value:--PASS--
2019-05-12 05:43:26.437611   PASS
==Test: lynx qt2
==SubTest: DIAGS_sep 3
			lower:; upper:; value:--PASS--
2019-05-12 05:43:26.464072   PASS
==Test: pmu sleep3
==SubTest: DIAGS_sep 0
			lower:; upper:; value:--PASS--
2019-05-12 05:43:26.476889   PASS
==Test: pmu sleep3
==SubTest: DIAGS_sep 1
			lower:; upper:; value:--PASS--
2019-05-12 05:43:26.752083   PASS
==Test: pmu sleep3
==SubTest: DIAGS_sep 2
			lower:; upper:; value:--PASS--
2019-05-12 05:43:26.781719   PASS
==Test: pmu sleep3
==SubTest: DIAGS_sep 3
			lower:; upper:; value:--PASS--
2019-05-12 05:43:26.795758   PASS
==Test: pmu sleep3
==SubTest: DELAY_6000ms
			lower:; upper:; value:--PASS--
2019-05-12 05:43:32.798148   PASS
==Test: pmu sleep3
==SubTest: DIAGS_tristar
			lower:; upper:; value:--PASS--
2019-05-12 05:43:32.813951   PASS
==Test: pmu sleep3
==SubTest: DMM PPVDD_MAIN_SLEEP3_SW4 0
			lower:; upper:; value:0.166127
2019-05-12 05:43:32.964384   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V8_SLEEP2_STOCKHOLM_CONN 0
			lower:; upper:; value:1794.507001
2019-05-12 05:43:33.110973   PASS
==Test: pmu sleep3
==SubTest: DMM PMU_TO_STOCKHOLM_EN_CONN 0
			lower:; upper:; value:0.225138
2019-05-12 05:43:33.257509   PASS
==Test: pmu sleep3
==SubTest: DIAGS_pmurw 0
			lower:; upper:; value:--PASS--
2019-05-12 05:43:33.273978   PASS
==Test: pmu sleep3
==SubTest: DIAGS_pmurw 1
			lower:; upper:; value:--PASS--
2019-05-12 05:43:33.287715   PASS
==Test: pmu sleep3
==SubTest: DMM PPVDD_MAIN_SLEEP3_SW4 1
			lower:3800; upper:3900; value:3849.196661
2019-05-12 05:43:33.452288   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V8_SLEEP2_STOCKHOLM_CONN 1
			lower:1759; upper:1841; value:1794.568993
2019-05-12 05:43:33.595878   PASS
==Test: pmu sleep3
==SubTest: DMM PMU_TO_STOCKHOLM_EN_CONN 1
			lower:1700; upper:1850; value:1794.425339
2019-05-12 05:43:33.735864   PASS
==Test: pmu sleep3
==SubTest: DELAY_250ms 0
			lower:; upper:; value:--PASS--
2019-05-12 05:43:33.990280   PASS
==Test: pmu sleep3
==SubTest: SYSTEM_CURRENT 250
			lower:; upper:; value:49.453802
2019-05-12 05:43:34.178105   PASS
==Test: pmu sleep3
==SubTest: CMD_ONLY
			lower:; upper:; value:--PASS--
2019-05-12 05:43:34.183190   PASS
==Test: pmu sleep3
==SubTest: DETECT_Event off: PmuCore
			lower:; upper:; value:--PASS--
2019-05-12 05:43:35.412682   PASS
==Test: pmu sleep3
==SubTest: DELAY_1000ms
			lower:; upper:; value:--PASS--
2019-05-12 05:43:36.415790   PASS
==Test: pmu sleep3
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:43:36:415
2019-05-12 05:43:36.509963   PASS
==Test: pmu sleep3
==SubTest: DMM PPVDD_MAIN_SLEEP3_SW4 2
			lower:3800; upper:3900; value:3849.951288
2019-05-12 05:43:36.664958   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V8_SLEEP2_STOCKHOLM_CONN 2
			lower:-5; upper:5; value:0.150629
2019-05-12 05:43:36.820429   PASS
==Test: pmu sleep3
==SubTest: DMM PMU_TO_STOCKHOLM_EN_CONN 2
			lower:-50; upper:100; value:0.104136
2019-05-12 05:43:36.965663   PASS
==Test: pmu sleep3
==SubTest: DMM PP_VDD_MAIN
			lower:3800; upper:3900; value:3849.932810
2019-05-12 05:43:37.119186   PASS
==Test: pmu sleep3
==SubTest: DMM PP_VDD_MAIN_DISP_BOOST_SW
			lower:-5; upper:5; value:0.159571
2019-05-12 05:43:37.277030   PASS
==Test: pmu sleep3
==SubTest: DMM PP0V6_AWAKE_BUCK0
			lower:-5; upper:5; value:0.095195
2019-05-12 05:43:37.437200   PASS
==Test: pmu sleep3
==SubTest: DMM PP0V715_SLEEP2_BUCK1
			lower:-5; upper:5; value:0.105328
2019-05-12 05:43:37.589038   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V1_SLEEP2_BUCK2
			lower:-5; upper:5; value:0.104732
2019-05-12 05:43:37.731174   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V1_SLEEP2_DISP_CONN
			lower:-5; upper:5; value:0.088638
2019-05-12 05:43:37.892203   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V8_SLEEP2_BUCK3
			lower:-5; upper:5; value:0.137516
2019-05-12 05:43:38.036164   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V8_SLEEP2_DISP_CONN
			lower:-5; upper:5; value:0.116057
2019-05-12 05:43:38.177982   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V8_SLEEP2_STOCKHOLM_CONN 3
			lower:-5; upper:5; value:0.091618
2019-05-12 05:43:38.326469   PASS
==Test: pmu sleep3
==SubTest: DMM PPVAR_SLEEP1_BUCK4
			lower:-5; upper:5; value:0.093407
2019-05-12 05:43:38.483937   PASS
==Test: pmu sleep3
==SubTest: DMM PPVAR_AWAKE_BUCK5
			lower:-5; upper:5; value:0.097579
2019-05-12 05:43:38.633746   PASS
==Test: pmu sleep3
==SubTest: DMM PPVAR_AWAKE_BUCK6
			lower:-5; upper:5; value:0.092810
2019-05-12 05:43:38.784905   PASS
==Test: pmu sleep3
==SubTest: DMM PPVAR_SLEEP1_BUCK7
			lower:-5; upper:5; value:0.092810
2019-05-12 05:43:38.940418   PASS
==Test: pmu sleep3
==SubTest: DMM PP0V73_SLEEP1_BUCK8
			lower:-5; upper:5; value:0.096387
2019-05-12 05:43:39.090640   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V0_SLEEP2_BUCK9
			lower:-5; upper:5; value:0.099963
2019-05-12 05:43:39.235008   PASS
==Test: pmu sleep3
==SubTest: DMM PP2V2_SLEEP2_BUCK10
			lower:-5; upper:5; value:0.098771
2019-05-12 05:43:39.372719   PASS
==Test: pmu sleep3
==SubTest: DMM PP3V3_ALWAYS_BUBO
			lower:3800; upper:3900; value:3849.902410
2019-05-12 05:43:39.522732   PASS
==Test: pmu sleep3
==SubTest: DMM PP0V6_SLEEP2_LDO0
			lower:-5; upper:5; value:0.154802
2019-05-12 05:43:39.670128   PASS
==Test: pmu sleep3
==SubTest: DMM PP1V8_SLEEP2_LDO1
			lower:-5; upper:5; value:0.095195
2019-05-12 05:43:39.831734   PASS
